year,budget_type,city_abc,expense_category,division_board,consultants_name,description_of_the_work,expenditure
2021,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,To provide Subway Toronto Rocket (TR) project support.,63211
2021,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Hatch Ltd.,To design and prepare tender document for King and Sumach track rehabilitation including construction support.,57642
2021,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,CH2M Hill Canada Ltd,To provide consulting services for Scarborough Rapid Transit (SRT) to eBus Rapid Transit (eBRT) Feasibility Study.,53905
2021,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Optimus SBR Inc.,To provide consulting services for Streetcar Way Engineering Standard review.,25572
2021,CAPITAL,Agencies and Corporations,Technical,Toronto Transit Commission,Comtech Group Inc.,To provide project management services.,4016
2021,CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Bespoke Cultural Collective,To provide consulting services for Quayside Cultural Activation Research and Drafting.,108302
2021,CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Bespoke Cultural Collective,To provide consulting services on the Villers Island & Keating West Public Art Master Plan.,40069
2021,CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Swerhun Inc.,To provide consulting services on the public engagement strategy and execution for Quayside Project.,9006
2021,CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Hammersmith Consultants,"To provide advisory service on Waterfront Light Rail Transit (LRT), providing stakeholder engagement support to Accelerate Waterfront Transit.",6375
2021,CAPITAL,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,Raymond Ludwin,To provide consultating services for Quayside Narrative.,4500
2021,CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Waterfront Revitalization Corporation,McCarthy Tetrault LLP,To provide legal services for Quayside Project.,401909
2021,CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Waterfront Revitalization Corporation,Dentons Canada LLP,To provide legal advisory services for Quayside Project.,116299
2021,CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Waterfront Revitalization Corporation,Weirfolds LLP,To provide consulting services on utility relocation legal support for CreateTO Easements.,45142
2021,CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Waterfront Revitalization Corporation,McLachlin Enterprises Inc.,To provide Quayside fairness advisory services.,35190
2021,CAPITAL,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Waterfront Revitalization Corporation,Bennett Jones LLP,To provide legal services for Bayside development.,9235
2021,CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Waterfront Revitalization Corporation,Standard Practice,To provide consulting services on the development of renderings for Quayside Project.,67000
2021,CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Waterfront Revitalization Corporation,PricewaterhouseCoopers LLP,To provide consulting services on the economic impact analysis for Parliament Slip.,60000
2021,CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Waterfront Revitalization Corporation,Tate Economic Research Inc.,To provide consulting services on Retail and Ground floor animation subject matter expert for Quayside development.,16873
2021,CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Waterfront Revitalization Corporation,Pareto Sports,To provide consulting services on Interim Use Strategy.,12000
2021,CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Waterfront Revitalization Corporation,Carters Professional Corporation,To provide legal adviance on fundraising activities.,5714
2021,CAPITAL,Agencies and Corporations,Technical,Toronto Waterfront Revitalization Corporation,KPMG LLP,To provide advisory services for Quayside Redevelopment and update the Financial Capacity Evaluation Report.,195150
2021,CAPITAL,Agencies and Corporations,Technical,Toronto Waterfront Revitalization Corporation,Quadrangle Architects Limited,To provide consulting services on the accessibility framework for Waterfront Wide initiatives.,52733
2021,CAPITAL,Agencies and Corporations,Technical,Toronto Waterfront Revitalization Corporation,Archaeological Services Inc.,To provide a Heritage Impact Assessment for the Phase 2 Bridge.,22224
2021,CAPITAL,Agencies and Corporations,Technical,Toronto Waterfront Revitalization Corporation,Section Architects Ltd.,To provide consulting services for a Quayside Long Term Care Feasibility Study.,16450
2021,CAPITAL,Agencies and Corporations,Creative Communications,Toronto Zoo,Holman Exhibits Limited,"To provide consulting services including design, fabrication and installation services for the proposed graphics and interpretives at the new outdoor orangutan exhibit.",19627
2021,CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Zoo,Zeidler Architecture Inc.,To provide consulting and design services for the front entrance and welcome area.,142900
2021,CAPITAL,Agencies and Corporations,Management / Research & Development,Toronto Zoo,Zeidler Architecture Inc.,"To provide consulting services for The Outdoor Orangutan Exhibit. This is an animal improvement project which is part of the Orangutan Phase III project. 
",78824
2021,CAPITAL,Agencies and Corporations,Technical,Toronto Zoo,WSP Canada Inc.,To provide consulting services to complete the detailed design and tendering work that is required to design new accessible pathways.,16529
2021,CAPITAL,Agencies and Corporations,Technical,Toronto Zoo,Read Jones Christoffersen Ltd.,To provide consulting services for the design and specifications to repair and waterproof the foundation at Valley Halla (Heritage Designated Building).,12350
2021,CAPITAL,Agencies and Corporations,Technical,Toronto Zoo,Grounded Engineering,To provide consulting services to conduct a geotechnical investigation to determine soil and groundwater conditions at the site for the new Conservation Campus for structural engineering.,4360
2020,OPERATING,Corporate Services,Technical,Corporate Real Estate Management,Jensen Hughes Consulting,Providing Fire Life & Safety expertise and assisting the City of Toronto on future RFP specifications in preventing fraud.,22738
2020,OPERATING,Corporate Services,Technical,Corporate Real Estate Management,Riskcheck Inc,To audit annual fire inspection records completed by EPI Fire over the last 2 years.,93904
2020,OPERATING,Corporate Services,Management / Research & Development,Corporate Real Estate Management,Phase 5 Consulting Group,To provide analysis and market research study of opening hours for St. Lawrence Market.,494
2020,OPERATING,Corporate Services,Management / Research & Development,Corporate Real Estate Management,FM Insight Consulting Ltd.,To provide an operational review of Facilities Management division.,35139
2020,OPERATING,Corporate Services,Legal (External Lawyers & Planners),Corporate Real Estate Management,Davies Ward Phillips & Vineberg LLP,To provide legal services in connection with the selection of the qualified potential lessees negotiation with stakeholder - Union Station.,244558
2020,OPERATING,Corporate Services,Technical,Environment & Energy,Mantle314 Inc,Provision of advisory services to study a climate lens framework for the City of Toronto,34598
2020,OPERATING,Corporate Services,Information Technology,Technology Services,Amar Dhindsa,A PCI Qualified Security Assessor (QSA) will conduct a PCI Report on Compliance (ROC) assessment and deliver a Report on Compliance (ROC) document. This service is provided on a Time & Materials (T&M) basis. Actual time used to complete the project is invoiced at the defined rate.,5724
2020,OPERATING,Finance & Treasury Services,Technical,Controller,Hemson Consulting Ltd.,To provide consulting services on the Development Charges By-Law review.,6135
2020,OPERATING,Finance & Treasury Services,Technical,Controller,Hemson Consulting Ltd.,For the provision of the consulting Services to support the development of a financial strategy for Rail Deck Park,17877
2020,OPERATING,Finance & Treasury Services,Management / Research & Development,Controller,KPMG LLP,For the provision of the Taxation of Vacant Homes,175455
2020,OPERATING,Finance & Treasury Services,Management / Research & Development,Capital Markets,Aon Hewitt Inc.,To provide strategic advice to the Toronto Investment Board,117024
2020,OPERATING,Finance & Treasury Services,Management / Research & Development,Financial Planning,Ernst & Young LLP,"To provide advisory services on modernizing capital management at the City by considering capital planning and budgeting, asset management and project management, and provincial requirements of developing an asset management plan.",483360
2020,OPERATING,Finance & Treasury Services,Management / Research & Development,Financial Planning,Ernst & Young LLP,To provide consulting and advisory services on economic risks and fiscal and policy analysis for the City of Toronto,445905
2020,OPERATING,Finance & Treasury Services,Legal (External Lawyers & Planners),"Pension, Payroll & Employee Benefits","Osler, Hoskin & Harcourt, LLP",To provide in-depth legal advice for five non-Ontario Municipal Employees' Retirement System (OMERS) pension plans merger with OMERS,446167
2020,OPERATING,Finance & Treasury Services,Management / Research & Development,Purchasing & Materials Management,Ernst & Young LLP,"Professional Services for the implementation of Category Management and Strategic Sourcing (CMSS) within PMMD based on a fees-at-risk model, in which Ernst & Young assisted the City achieve $41 million in benefits (cost avoidance or cost reduction) through specific strategic sourcing events.",1719545
2020,OPERATING,Finance & Treasury Services,Management / Research & Development,Purchasing & Materials Management,Ernst & Young LLP,For the provision of professional services for additional work to support the execution of additional Category Management and Strategic Sourcing (CMSS) opportunities.,1017600
2020,OPERATING,Community and Social Services,Technical,Children's Services,LGA Architectural Partners Limited,To provide research and recommend architectural design guidelines for EarlyON centres.,-1659
2020,OPERATING,Community and Social Services,Technical,Children's Services,Barnes Management Group,To provide a study and recommend practices for LGBTQ2S inclusivity in early years settings.,17458
2020,OPERATING,Community and Social Services,Technical,Children's Services,George Brown College,To conduct an analysis on services provided by City-operated child care centres and provide recommendations.,12852
2020,OPERATING,Community and Social Services,Management / Research & Development,Children's Services,Gladki Planning Associates Inc.,To provide a study to consult with childcare stakeholders and develop an inclusive consultation plan for 2020-2024 Service System Plan.,7826
2020,OPERATING,Community and Social Services,Management / Research & Development,Children's Services,University of Toronto,"To undertake a research project entitled ""Revising and Validating the Home Child Care Version of the Assessment for Quality Improvement""",41925
2020,OPERATING,Community and Social Services,Management / Research & Development,Court Services,Diabsolut Inc.,Organizational Change Management Consultant to support office move and related changes.,26117
2020,OPERATING,Community and Social Services,Management / Research & Development,Economic Development & Culture,Creative Process Inc,"For the non-exclusive provision of services to create objectives, develop an evaluation framework and evaluate the Toronto’s Year of Public Art",12211
2020,OPERATING,Community and Social Services,Management / Research & Development,Economic Development & Culture,Groundswell Projects Inc,For the non-exclusive supply and delivery of Stakeholder Engagement Consulting,8446
2020,OPERATING,Community and Social Services,Management / Research & Development,Economic Development & Culture,JC Williams Group Ltd,For the Provision of Studies on Strategies to Address the Economic Impacts of Major Construction on Local Business,50404
2020,OPERATING,Community and Social Services,Management / Research & Development,Economic Development & Culture,John Archer and Associates,For the Provision of Study of the Current State and Future of the City's Retail Main Streets,111301
2020,OPERATING,Community and Social Services,Management / Research & Development,Economic Development & Culture,NGL Nordicity Group Ltd,For the provision of the expanded scope for the Toronto Screen Industry Workforce Study,20678
2020,OPERATING,Community and Social Services,Management / Research & Development,Economic Development & Culture,Solutions Elevent Inc,For the provision of Professional Services to carry out an assessment of the Sponsorship Industry current practices and the Sponsorship programs and activities in Economic Development and Culture,48626
2020,OPERATING,Community and Social Services,Legal (External Lawyers & Planners),Economic Development & Culture,Whitten & Lublin Employment Lawyers,For legal services rendered,2251
2020,OPERATING,Community and Social Services,Creative Communications,Economic Development & Culture,"Holland, Sue",For the non-exclusive provision of a qualified vendor who can manage and deliver marketing and social media services,47797
2020,OPERATING,Community and Social Services,Creative Communications,Economic Development & Culture,"Pandya, Parul",For the provision of facilitator services for virtual YCISI Cohort Learning Sessions,2035
2020,OPERATING,Community and Social Services,Technical,Housing Secretariat,MNP LLP,To conduct a review of the greater internal housing system and an organizational review of the Housing Secretariat to make recommendation to implement and deliver on the HousingTO 2020-2030 Action Plan.,224870
2020,OPERATING,Community and Social Services,Information Technology,Housing Secretariat,DBA Bruce Davis Consulting,"Communications and community engagement services on Modular Housing
Initiative",2135
2020,OPERATING,Community and Social Services,Information Technology,Housing Secretariat,DBA Bruce Davis Consulting,Engagement services for the Modular Housing Initive,8032
2020,OPERATING,Community and Social Services,Information Technology,Housing Secretariat,Ontario Inc,Communication and engagement strategy development and facilitation for several supportive housing projects funded through federal and City funding to address the urgent need for creating supportive housing. (Modular Housing Initiative Phase 1 - 2020),10167
2020,OPERATING,Community and Social Services,Management / Research & Development,Housing Secretariat,Sean Gadon,"To lead discussions with Councillors and monitor Planning & Housing discussions on various housing development sites, and advise the Executive Director on matters related to the Housing Secretariat.",19154
2020,OPERATING,Community and Social Services,Management / Research & Development,Housing Secretariat,Lura Consulting,Implement and Document Stakeholder & Public Consultation,21551
2020,OPERATING,Community and Social Services,Technical,"Parks, Forestry & Recreation",ANKOR Inspection & Engineering Services,To provide fall inspection/evaluation/review and recommendation of the existing Fall protection at York Community Centre.,754
2020,OPERATING,Community and Social Services,Management / Research & Development,"Parks, Forestry & Recreation",Robinson Global Management Inc.,Reviewed evaluation documents for category management and provided edit suggestion or fairness comments/opinion.,15233
2020,OPERATING,Community and Social Services,Technical,"Social Development, Finance & Administration",Joy Connelly,"Facilitate focus groups with tenants, staff, and local residents regarding neighbourhood revitalization plan including a full community engagement process for the Dundas East and Sherbourne area and the modernization of the Dan Harrison Complex.",7937
2020,OPERATING,Community and Social Services,Management / Research & Development,"Social Development, Finance & Administration",Write Think Do Inc,Transit Fare Equity- Provided an external evaluation of Phase 3 to determine the the effect of the program on the affordability of transit as well as the impact it had on a client's life. Preparation of a final report which was presented to the Tranist Fare Equity Steering Committee.,151114
2020,OPERATING,Community and Social Services,Management / Research & Development,"Social Development, Finance & Administration",Tommy Taylor,To provide project assessment and report for the Community Safety and Wellbeing Plan.,14585
2020,OPERATING,Community and Social Services,Management / Research & Development,"Social Development, Finance & Administration",Wellesley Institute - Dr. Kwame Julius McKenzie (CEO),"Thrive TO Partnership. Providing policy development, research, analysis, planning, and engagement and coordination support for the following City strategies: Police Reform - Community based Crisis Response, The Downtown East Action Plan and The Community Safety and Wellbeing Plan.",151372
2020,OPERATING,Community and Social Services,Creative Communications,"Social Development, Finance & Administration",7806167 Canada LTD O/A Makers,"To support the co-design, development, project management and delivery of fundraising elements focused on DonateTO and the opportunities to partner with the City in support of residents and programs in need. This included a long form video, a series of donor stories as well as a fundraising strategy.",24993
2020,OPERATING,Community and Social Services,Information Technology,Toronto Public Health,Laryssa Landale,"Data Clean-up - Cost Elementt Error, should be CE4038",1885
2020,OPERATING,Community and Social Services,Management / Research & Development,Toronto Public Health,Blue Dot Inc,Software Licensing (Government),81408
2020,OPERATING,Community and Social Services,Management / Research & Development,Toronto Public Health,"MOWAT, DAVID L",Consulting services as per Contract to COVID-19 Recovery and Rebuild Project,157486
2020,OPERATING,Community and Social Services,Management / Research & Development,Toronto Public Health,Sarah Hicks Consulting,Strategic and technical writing communications materials,43545
2020,OPERATING,Community and Social Services,Technical,"Shelter, Support & Housing Administration",Hildich Architect,"To design principles and best practices with providing options and recommendation for all shelter users, staff, and visitors.",8458
2020,OPERATING,Community and Social Services,Management / Research & Development,"Shelter, Support & Housing Administration",Canadian Observatory of Homelessness,"Conduct an evaluation of housing with supports programming through implementation, participation, client satisfaction, and outcomes with recommendations for future funding decisions for housing,.
",29450
2020,OPERATING,City Manager,Technical,City Clerk's Office,Free & Fair,Cyber Security Subject Matter Expert Services,7679
2020,OPERATING,City Manager,Management / Research & Development,City Clerk's Office,MNP LLP,Organizational Review of Toronto Election Services,32252
2020,OPERATING,City Manager,Management / Research & Development,City Clerk's Office,Procurity Group,Review of the City's Offset Printing Service,41976
2020,OPERATING,City Manager,Technical,Concept 2 Keys,KPMG LLP,Provided strategic advice and deliverables in support of the C2K Program,101760
2020,OPERATING,City Manager,Technical,Concept 2 Keys,KPMG LLP,Provided strategic advice and deliverables in support of the C2K Program,322694
2020,OPERATING,City Manager,Management / Research & Development,Executive Administration,Saad Rafi,"Provided advice to City Manager and Senior Leadership on development of a municipal recovery strategy for COVID-19, consultant with sectoral and community stakeholders, worked in collaboration with Dr. David Mowat on public health guidance during pandemic, reported to City Manager
Status: Completed - November 30, 2020",131176
2020,OPERATING,City Manager,Management / Research & Development,Governance & Corporate Strategy,QuakeLab,"Strategic advice and recommendations on public consultation and policy review related to Recognition Review (Dundas Street Renaming Project)
",41326
2020,OPERATING,City Manager,Technical,Governance & Corporate Strategy,George Brown College,"For the provision of qualified researchers to carry out a review of municipally operated child care programs, all in accordance with the signed Research Project Agreement between City of Toronto and George Brown College on June 30, 2019 -  Total amount of the PO is $100,016 and is shared with Children's Services.
Status:  Completed Nov. 2020",12852
2020,OPERATING,City Manager,Management / Research & Development,People & Equity,KORN FERRY,To conduct the City's non-union compensation review.,29764
2020,OPERATING,City Manager,Information Technology,Office of the CISO,KPMG LLP,COVID-19 Risk assessments related to the enhanced technology and rapid applications development to support COVID-19 response and recovery,152640
2020,OPERATING,City Manager,Information Technology,Office of the CISO,KPMG LLP,"Consulting services were required to enhance the City's ransomware resilience to minimize the impact a cyber attack could cause if attackers managed to penetrate the City's technology defenses. The services included gap assessments and recommendations for Risk Management Framework, Cyber Governance Controls, and Comprehensive Cyber Assessments.
",293247
2020,OPERATING,City Manager,Management / Research & Development,Strategic Communications,Edelman P.R. Worldwide Canada Inc.,"For the purpose of carrying out an objective review of the City's communications functions which encompasses the Strategic Communications Division within the City Manager's Office and the embedded communications services that reside within a number of the other City Divisions. The amount of $254,000 was recovered from NP2060.
Status: Completed - June 30, 2020",254400
2020,OPERATING,Infrastructure and Development,Technical,City Planning,Mass LBP Inc.,To provide consulting services on the establishment and administration of the Second Toronto Planning Review Panel.,-40
2020,OPERATING,Infrastructure and Development,Technical,City Planning,Canadian Urban Institute,"To undertake collection of data and analysis of unit types, geographic distribution and rental rates in the private housing rental market in Toronto.",-471
2020,OPERATING,Infrastructure and Development,Technical,City Planning,Jade Acoustics Inc.,To provide a peer review of the Noise Impact Study at 1236 Birchmount Road,3612
2020,OPERATING,Infrastructure and Development,Technical,City Planning,WSP Canada Inc.,To provide a peer review of the Noise Feasibility Study at 2567 Eglinton Ave. East,4172
2020,OPERATING,Infrastructure and Development,Technical,City Planning,WSP Canada Inc.,"To provide a peer review of the  Transportation Noise, Vibration Feasibility Assessment and D-6 Compatibility Assessment Study at 320  McCowan Road",5597
2020,OPERATING,Infrastructure and Development,Technical,City Planning,WSP Canada Inc.,"To provide a peer review of the Noise Impact Study at 6175 & 6183 Kingston Road and 1, 2, 4, 5, 7, 10 & 11 Franklin Avenue",3205
2020,OPERATING,Infrastructure and Development,Technical,City Planning,Jade Acoustics Inc.,To provide a peer review of the Noise Impact and Vibration Study at 3060 Eglinton Ave East,5292
2020,OPERATING,Infrastructure and Development,Technical,City Planning,WSP Canada Inc.,To provide a peer review of the Air Quality Study at 25 Ontario Street.,4528
2020,OPERATING,Infrastructure and Development,Technical,City Planning,WSP Canada Inc.,To provide a peer review of the Rail Safety Study,80157
2020,OPERATING,Infrastructure and Development,Technical,City Planning,GHD Limited,To provide a peer review of a Noise Study at 968 O'Connor Drive,2290
2020,OPERATING,Infrastructure and Development,Technical,City Planning,RJ Burnside & Associates Inc,To provide a peer review of the Noise and Vibration Impact Study at 9-25 Dawes Road and 10-30 Dawes Road.,2442
2020,OPERATING,Infrastructure and Development,Technical,City Planning,Jade Acoustics Inc.,To provide a peer review of a Noise Study at 1165 O'Connor Drive,3083
2020,OPERATING,Infrastructure and Development,Technical,City Planning,RJ Burnside & Associates Inc,To provide a peer review of a Noise Study at 1455 O'Connor Drive,2035
2020,OPERATING,Infrastructure and Development,Technical,City Planning,Valcoustics Ltd.,To provide a peer review of the Noise and Vibration Study at 11-39 McMahon Drive,4681
2020,OPERATING,Infrastructure and Development,Management / Research & Development,Office of Emergency Management,"Torigan, Matthew","For the provision of consulting services required to undertake a comprehensive and independent After-Action Review (AAR) of all aspects of the City of Toronto's Office of Emergency Management, Emergency Operations Centre and the overall response to the COVID-19 public health pandemic as per the executed legal agreement of May 19, 2020 between the City of Toronto and Matthew Torigian.",21878
2020,OPERATING,Infrastructure and Development,Technical,Toronto Building,KPMG LLP,Toronto Building Program Review and Cost Allocation Methodology Project,476951
2020,OPERATING,Infrastructure and Development,Technical,Toronto Building,LMDG Building Code Consultants,Technical review of Building Code Commission (BCC) ruling # 19-31-1551 and to provide comments as to whether the decision complied with the Ontario Building Code and to develop alternatives to compliance with the prescribed minimum life and safety requirements of the Building Code for Toronto Building Division.,9158
2020,OPERATING,Infrastructure and Development,Technical,Transportation Services,Building Design Solutions Ltd,"Structural engineering services for new concrete pad for proposed ""Rooster"" community art project at NW corner of Lakeview Ave and Dundas St W",2900
2020,OPERATING,Infrastructure and Development,Technical,Transportation Services,CIMA Canada Inc.,Assist the City with the development of RESCU Transportation Operations Centre (TOC) Operations RFP documents.,64282
2020,OPERATING,Infrastructure and Development,Technical,Transportation Services,Clean Air Partnership,"ActiveTO Major Road Closures Intercept surveys conducted on Lake Shore Blvd E & Lake Shore Blvd W :data analysis, evaluation report & slide
deck",20000
2020,OPERATING,Infrastructure and Development,Technical,Transportation Services,HDR Corporation,Winter maintenance contract review,100371
2020,OPERATING,Infrastructure and Development,Technical,Transportation Services,HDR Corporation,"Review on winter maintenance program, as requested by Mayor John Tory",65168
2020,OPERATING,Infrastructure and Development,Technical,Transportation Services,IBI Group Professional Service,Consulting on BIA priority sites  & CafeTO design development,231200
2020,OPERATING,Infrastructure and Development,Technical,Transportation Services,IBI Group Professional Service,Consulting on BIA priority sites  & CafeTO design development,23008
2020,OPERATING,Infrastructure and Development,Technical,Transportation Services,IBI Group Professional Service,CafeTO (Phase 2) - design of curb lane patios and parklets in BIAs,146733
2020,OPERATING,Infrastructure and Development,Technical,Transportation Services,OTC - Ontario Traffic Council,Contribution to cover consulting cost for the School Bus Stop Arm Camera Working Group,1018
2020,OPERATING,Infrastructure and Development,Technical,Transportation Services,Pembina Institute For Appropriate Development,Consulting on curbside pricing in Toronto,27000
2020,OPERATING,Infrastructure and Development,Technical,Transportation Services,TCRA,Green Infrastructure Design Review and monitoring services for Green Streets Capital and Development projects including review of GI standards and specifications in development.,12479
2020,OPERATING,Infrastructure and Development,Technical,Transportation Services,CIMA Canada Inc.,Traffic operations process review,12074
2020,OPERATING,Infrastructure and Development,Management / Research & Development,Transportation Services,BDO Canada LLP,Fairness Monitor Services For Automated Shuttle Trial Negotiable For Proposal (NRFP),10112
2020,OPERATING,Infrastructure and Development,Management / Research & Development,Transportation Services,CIMA Canada Inc.,Traffic operations process review,156878
2020,OPERATING,Infrastructure and Development,Management / Research & Development,Transportation Services,National Research Council Canada Automotive and Surface Transportation,Support for procurement of Automated Shuttle Service at the City of Toronto,2697
2020,OPERATING,Infrastructure and Development,Management / Research & Development,Transportation Services,UTSC,Research Study: Hydrological and Water Quality Benefits of a Low Impact Design Construction for Highland Creek at Military Trail near Highcastle Road,7952
2020,OPERATING,Infrastructure and Development,Management / Research & Development,Transportation Services,Phipps-Walker,StART Partnership Program Advisory-Curatorial Selection,2350
2020,OPERATING,Infrastructure and Development,Management / Research & Development,Transportation Services,CAVCOE,Report on Automated Sidewalk Winter Maintenance in Toronto,9158
2020,OPERATING,Infrastructure and Development,Creative Communications,Transportation Services,Cycle Toronto,Advertising and promotion support for Bike Month Toronto 2020,20000
2020,OPERATING,Infrastructure and Development,Creative Communications,Transportation Services,ThinkFresh Group,StreetART Art Exhibit Promotional & Curatorial Strategy,12313
2020,OPERATING,Agencies and Corporations,Creative Communications,Exhibition Place,Nvision Solutions,Prof. design consulting for new AODA compliant website,82113
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),TO Live,Ackah Business Immigration Law,Immigration Law Services - VP Programming,7165
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),TO Live,Blumberg Segal LLP Barristers & Solicitors,Consultation on TO Live Foundation,399
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),TO Live,Cunningham Dispute Resolution Services Ltd.,Mediation Services,8550
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),TO Live,"Farber Law, LLC",Legal Retainer for Programming/ Producing,2489
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),TO Live,Hicks Morley Hamilton Stewart Storie,Labour relations re: IATSE822-Pay Equity,7258
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),TO Live,Hicks Morley Hamilton Stewart Storie,Labour relations-OMERS-TCA&StLC & IA issues,9891
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),TO Live,Hicks Morley Hamilton Stewart Storie,Labour General -Legal Fees,14337
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),TO Live,Hicks Morley Hamilton Stewart Storie,Employment issues  related to COVID 19,8379
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),TO Live,Hicks Morley Hamilton Stewart Storie,Labour relations- Grievance Arbitration-Nestle,8597
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),TO Live,Jesse M. Nyman,Arbitration Services - Nestle grievance,2413
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),TO Live,Lax OSullivan Lisus Gottlieb,Legal Fees- Meridian Credit Union,79139
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),TO Live,Levitt LLP,Legal services rendered- Re: MH settlement,691
2020,OPERATING,Agencies and Corporations,Creative Communications,TO Live,Donais Mediations and Arbitratians Inc,Coaching/Facilitation for the Workplace,2750
2020,OPERATING,Agencies and Corporations,Creative Communications,TO Live,HC Marketing LLC,"research, analyse, propose and deliver Broadway series -Programme consultancy",10000
2020,OPERATING,Agencies and Corporations,Creative Communications,TO Live,Mercer (Canada) Limited,Executive Compensation Policy Development,3769
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),TO Live,"Rebecca Zaretsky, Barrister & Solicitor",IATSE local 822- Legal issue,13139
2020,OPERATING,Agencies and Corporations,Creative Communications,TO Live,"Ridge, Josephine",Programming Consulting,25312
2020,OPERATING,Agencies and Corporations,Creative Communications,TO Live,Sharing Spaces Ltd,Barbara Frum - Dance Consultancy,3500
2020,OPERATING,Agencies and Corporations,Technical,Toronto Community Housing Corporation,Watershed Technologies Inc,Review of TCHC utility consump,7474
2020,OPERATING,Agencies and Corporations,Technical,Toronto Community Housing Corporation,Watershed Technologies Inc,Verification of existing,2035
2020,OPERATING,Agencies and Corporations,Technical,Toronto Community Housing Corporation,Watershed Technologies Inc,Review of TCHC utility consump,3826
2020,OPERATING,Agencies and Corporations,Information Technology,Toronto Community Housing Corporation,Weirfolds LLP,Privacy Assessment,7118
2020,OPERATING,Agencies and Corporations,Information Technology,Toronto Community Housing Corporation,iSecurity Consulting Inc.,MONITORING SERV. NPO-PPAR,30757
2020,OPERATING,Agencies and Corporations,Information Technology,Toronto Community Housing Corporation,Cothrom Advisors Inc.,Fairness Commissioner Consultation Review,1656
2020,OPERATING,Agencies and Corporations,Information Technology,Toronto Community Housing Corporation,Dimensional Strategies Inc,For an 8 week consulting service on Covid-19 Dashboard Development,20000
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,Morneau Shepell Ltd.,"Employee, Family Assistance",7920
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,NIIT Learning Solutions,Consulting Services for LMS,18732
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,KPMG LLP,Consulting/Professional,76320
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Community Housing Corporation,KPMG LLP,Consulting/Professional,1936
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Community Housing Corporation,Helen C. Daniel LLB,Investigation Service,22332
2020,OPERATING,Agencies and Corporations,Creative Communications,Toronto Community Housing Corporation,NAVEX GLOBAL,To provide management of fraud reporting hotline and web reporting tool.,20800
2020,OPERATING,Agencies and Corporations,Information Technology,Toronto Police Service,"Gartner Canada
",To provide recommendations and roadmap to improve the maturity of the Toronto Police Service's (T.P.S.) Information Lifecycle Management (I.L.M.).,188256
2020,OPERATING,Agencies and Corporations,Information Technology,Toronto Police Service,Teramach Technologies Inc.,To provide technical advice and research for solutions related to Next Generation 9-1-1 Project.,71403
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Police Service,Deloitte LLP,"To provide an assessment of policies, procedures, and programs in relation to harassment and discrimination.",111936
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Police Service,Diabsolut Inc.,"To assess and analyze strategies used in the development of Change Management Plans, and integrate them into various project plans.",10685
